local,resultado,visitante,fecha
Defensa y Justicia,-,Central Córdoba (Santiago del Estero),regular_a_6
Huracán,-,Vélez Sarsfield,regular_a_6
Tigre,-,San Lorenzo de Almagro,regular_a_6
Platense,-,Argentinos Juniors,regular_a_7
Rosario Central,-,Newell´s Old Boys,regular_a_7
TBC,-,Godoy Cruz,regular_a_7
Talleres,-,Belgrano,regular_a_7
Boca Juniors,-,River Plate,regular_a_7
Estudiantes,-,Gimnasia La Plata,regular_a_7
San Lorenzo de Almagro,-,Huracán,regular_a_7
Vélez Sarsfield,-,Tigre,regular_a_7
Banfield,-,Lanús,regular_a_7
Defensa y Justicia,-,Arsenal de Sarandí,regular_a_7
Racing Club,-,Independiente,regular_a_7
At. Tucumán,-,Central Córdoba (Santiago del Estero),regular_a_7
Barracas Central,-,TBC,regular_a_7
Colón de Santa Fe,-,Unión Santa Fe,regular_a_7
Arsenal de Sarandí,-,Banfield,regular_a_8
Barracas Central,-,Colón de Santa Fe,regular_a_8
Belgrano,-,Boca Juniors,regular_a_8
Estudiantes,-,Godoy Cruz,regular_a_8
Racing Club,-,Platense,regular_a_8
River Plate,-,Talleres,regular_a_8
TBC,-,Gimnasia La Plata,regular_a_8
Unión Santa Fe,-,TBC,regular_a_8
Vélez Sarsfield,-,At. Tucumán,regular_a_8
Rosario Central,-,Huracán,regular_a_8
San Lorenzo de Almagro,-,Newell´s Old Boys,regular_a_8
Argentinos Juniors,-,Independiente,regular_a_8
Central Córdoba (Santiago del Estero),-,Tigre,regular_a_8
Lanús,-,Defensa y Justicia,regular_a_8
Talleres,-,Arsenal de Sarandí,regular_a_9
Banfield,-,At. Tucumán,regular_a_9
Boca Juniors,-,Unión Santa Fe,regular_a_9
TBC,-,Racing Club,regular_a_9
Tigre,-,Newell´s Old Boys,regular_a_9
Central Córdoba (Santiago del Estero),-,Lanús,regular_a_9
Colón de Santa Fe,-,River Plate,regular_a_9
Defensa y Justicia,-,Belgrano,regular_a_9
Gimnasia La Plata,-,Argentinos Juniors,regular_a_9
Godoy Cruz,-,San Lorenzo de Almagro,regular_a_9
Independiente,-,Barracas Central,regular_a_9
Huracán,-,TBC,regular_a_9
Platense,-,Estudiantes,regular_a_9
Rosario Central,-,Vélez Sarsfield,regular_a_9
At. Tucumán,-,Talleres,regular_a_10
Belgrano,-,Central Córdoba (Santiago del Estero),regular_a_10
TBC,-,Rosario Central,regular_a_10
Lanús,-,Tigre,regular_a_10
Barracas Central,-,Gimnasia La Plata,regular_a_10
Estudiantes,-,TBC,regular_a_10
Newell´s Old Boys,-,Godoy Cruz,regular_a_10
Vélez Sarsfield,-,Banfield,regular_a_10
Argentinos Juniors,-,Huracán,regular_a_10
Arsenal de Sarandí,-,Colón de Santa Fe,regular_a_10
Racing Club,-,Boca Juniors,regular_a_10
River Plate,-,Independiente,regular_a_10
San Lorenzo de Almagro,-,Platense,regular_a_10
Unión Santa Fe,-,Defensa y Justicia,regular_a_10
Colón de Santa Fe,-,At. Tucumán,regular_a_11
Defensa y Justicia,-,Racing Club,regular_a_11
Rosario Central,-,Argentinos Juniors,regular_a_11
TBC,-,Vélez Sarsfield,regular_a_11
Platense,-,Newell´s Old Boys,regular_a_11
Central Córdoba (Santiago del Estero),-,Unión Santa Fe,regular_a_11
Huracán,-,Barracas Central,regular_a_11
Lanús,-,Belgrano,regular_a_11
Boca Juniors,-,Estudiantes,regular_a_11
Gimnasia La Plata,-,River Plate,regular_a_11
Independiente,-,Arsenal de Sarandí,regular_a_11
TBC,-,San Lorenzo de Almagro,regular_a_11
Talleres,-,Banfield,regular_a_11
Tigre,-,Godoy Cruz,regular_a_11
Banfield,-,Colón de Santa Fe,regular_a_12
Barracas Central,-,Rosario Central,regular_a_12
Godoy Cruz,-,Platense,regular_a_12
Vélez Sarsfield,-,Talleres,regular_a_12
Arsenal de Sarandí,-,Gimnasia La Plata,regular_a_12
Belgrano,-,Tigre,regular_a_12
Racing Club,-,Central Córdoba (Santiago del Estero),regular_a_12
San Lorenzo de Almagro,-,Boca Juniors,regular_a_12
Unión Santa Fe,-,Lanús,regular_a_12
Argentinos Juniors,-,TBC,regular_a_12
At. Tucumán,-,Independiente,regular_a_12
Estudiantes,-,Defensa y Justicia,regular_a_12
Newell´s Old Boys,-,TBC,regular_a_12
River Plate,-,Huracán,regular_a_12
Independiente,-,Banfield,regular_a_13
TBC,-,Barracas Central,regular_a_13
Argentinos Juniors,-,Vélez Sarsfield,regular_a_13
Central Córdoba (Santiago del Estero),-,Estudiantes,regular_a_13
Colón de Santa Fe,-,Talleres,regular_a_13
Rosario Central,-,River Plate,regular_a_13
TBC,-,Godoy Cruz,regular_a_13
Belgrano,-,Unión Santa Fe,regular_a_13
Boca Juniors,-,Newell´s Old Boys,regular_a_13
Defensa y Justicia,-,San Lorenzo de Almagro,regular_a_13
Gimnasia La Plata,-,At. Tucumán,regular_a_13
Huracán,-,Arsenal de Sarandí,regular_a_13
Lanús,-,Racing Club,regular_a_13
Tigre,-,Platense,regular_a_13
Arsenal de Sarandí,-,Rosario Central,regular_a_14
Godoy Cruz,-,Boca Juniors,regular_a_14
Newell´s Old Boys,-,Defensa y Justicia,regular_a_14
Banfield,-,Gimnasia La Plata,regular_a_14
Estudiantes,-,Lanús,regular_a_14
Vélez Sarsfield,-,Colón de Santa Fe,regular_a_14
At. Tucumán,-,Huracán,regular_a_14
Platense,-,TBC,regular_a_14
Racing Club,-,Belgrano,regular_a_14
River Plate,-,TBC,regular_a_14
San Lorenzo de Almagro,-,Central Córdoba (Santiago del Estero),regular_a_14
Talleres,-,Independiente,regular_a_14
Barracas Central,-,Argentinos Juniors,regular_a_14
Unión Santa Fe,-,Tigre,regular_a_14
1ga,-,4gb,cuartos_1
2ga,-,3gb,cuartos_2
3ga,-,2gb,cuartos_3
4ga,-,1gb,cuartos_4
ganador cuartos_1,-,ganador cuartos_2,semis_1
ganador cuartos_3,-,ganador cuartos_4,semis_2
ganador semis_1,-,ganador semis_2,final
